"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","CollMethd","REP","F_Record","PO4F","F_PO4F","NH4F","F_NH4F","NO2F","F_NO2F","NO3F","F_NO3F","NO23F","F_NO23F","CHLA_N","F_CHLA_N",
"heephnut  ","P",01/05/2023 10:00,0,1,1         ,1         ,"{PDR} {WS0}",0.0282,<0>  ,0.0023,<0>  ,"","","","",0.0415,<0>  ,0.1655,<0>  ,
"heephnut  ","P",01/05/2023 10:01,0,1,1         ,2         ,"{PDR} {WS0}",0.0264,<0>  ,0.0024,<0>  ,"","","","",0.0389,<0>  ,0.2990,<0>  ,
"heephnut  ","P",02/02/2023 9:43,0,1,1         ,1         ,"{CSP} {PNP}",0.0276,<0>  ,0.0016,<0>  ,"","","","",0.0687,<0>  ,0.2650,<0>  ,
"heephnut  ","P",02/02/2023 9:44,0,1,1         ,2         ,"{CSP} {PNP}",0.0276,<0>  ,0.0021,<0>  ,"","","","",0.0681,<0>  ,0.2565,<0>  ,
"heephnut  ","P",03/07/2023 8:44,0,1,1         ,1         ,"{COC} {PLR} {W}",0.0293,<0>  ,0.0065,<0>  ,"","","","",0.0779,<0>  ,0.2570,<0>  ,
"heephnut  ","P",03/07/2023 8:45,0,1,1         ,2         ,"{COC} {PLR} {W}",0.0291,<0>  ,0.0038,<0>  ,"","","","",0.0713,<0>  ,0.3685,<0>  ,
"heephnut  ","P",04/04/2023 7:57,0,1,1         ,1         ,"{COC} {PDR} {WS0}",0.0296,<0>  ,0.0061,<0>  ,"","","","",0.0798,<0>  ,0.3160,<1> (CHB) ,
"heephnut  ","P",04/04/2023 7:58,0,1,1         ,2         ,"{COC} {PDR} {WS0}",0.0298,<0>  ,0.0040,<0>  ,"","","","",0.0802,<0>  ,0.5350,<1> (CHB) ,
"heephnut  ","P",05/04/2023 8:30,0,1,1         ,1         ,"{NE} {WS2}",0.0300,<1> (CHB) ,0.0018,<1> (CHB) ,"","","","",0.0695,<1> (CHB) ,0.1600,<1> (CHB) ,
"heephnut  ","P",05/04/2023 8:31,0,1,1         ,2         ,"{NE} {WS2}",0.0288,<1> (CHB) ,0.0013,<1> (CHB) ,"","","","",0.0721,<1> (CHB) ,0.1800,<1> (CHB) ,
"heephnut  ","P",06/05/2023 8:16,0,1,1         ,1         ,"{CPB} {PNP}",0.0321,<1> (CHB) ,0.0067,<1> (CHB) ,"","","","",0.0877,<1> (CHB) ,0.2990,<1> (CHB) ,
"heephnut  ","P",06/05/2023 8:17,0,1,1         ,2         ,"{CPB} {PNP}",0.0326,<1> (CHB) ,0.0054,<1> (CHB) ,"","","","",0.0862,<1> (CHB) ,0.2995,<1> (CHB) ,
"heephnut  ","P",07/03/2023 8:03,0,1,1         ,1         ,"{COC} {PNP} {WS1}",0.0337,<1> (CHB) ,0.0053,<1> (CHB) ,"","","","",0.0840,<1> (CHB) ,0.4470,<1> (CHB) ,
"heephnut  ","P",07/03/2023 8:04,0,1,1         ,2         ,"{COC} {PNP} {WS1}",0.0336,<1> (CHB) ,0.0047,<1> (CHB) ,"","","","",0.0827,<1> (CHB) ,0.6050,<1> (CHB) ,
"heephnut  ","P",08/01/2023 8:06,0,1,1         ,1         ,"{CPB} {PNP}",0.0276,<1> (CHB) ,0.0027,<1> (CHB) ,"","","","",0.0623,<1> (CHB) ,0.1575,<1> (CHB) ,
"heephnut  ","P",08/01/2023 8:07,0,1,1         ,2         ,"{CPB} {PNP}",0.0291,<1> (CHB) ,0.0013,<1> (CHB) ,"","","","",0.0630,<1> (CHB) ,0.1710,<1> (CHB) ,
"heephnut  ","P",08/30/2023 7:49,0,1,1         ,1         ,"{CPB} {PNP} {WS1}",0.0274,<1> (CHB) ,0.0052,<1> (CHB) ,"","","","",0.0779,<1> (CHB) ,0.4535,<1> (CHB) ,
"heephnut  ","P",08/30/2023 7:50,0,1,1         ,2         ,"{CPB} {PNP} {WS1}",0.0296,<1> (CHB) ,0.0058,<1> (CHB) ,"","","","",0.0777,<1> (CHB) ,0.5300,<1> (CHB) ,
"heephnut  ","P",09/29/2023 8:13,0,1,1         ,1         ,"{COC} {PNP}",0.0404,<1> (CHB) ,0.0104,<1> (CHB) ,"","","","",0.0981,<1> (CHB) ,0.3640,<1> (CHB) ,
"heephnut  ","P",09/29/2023 8:14,0,1,1         ,2         ,"{COC} {PNP}",0.0412,<1> (CHB) ,0.0094,<1> (CHB) ,"","","","",0.0986,<1> (CHB) ,0.3385,<1> (CHB) ,
"heephnut  ","P",10/26/2023 7:39,0,1,1         ,1         ,"{CSP} {PNP} {NW} {WS0}",0.0369,<1> (CHB) ,0.0329,<1> (CHB) ,"","","","",0.1243,<1> (CHB) ,0.4615,<1> (CHB) ,
"heephnut  ","P",10/26/2023 7:40,0,1,1         ,2         ,"{CSP} {PNP} {NW} {WS0}",0.0379,<1> (CHB) ,0.0011,<-4> [SBL] (CHB) ,"","","","",0.0934,<1> (CHB) ,0.1985,<1> (CHB) ,
"heephnut  ","P",11/27/2023 9:21,0,1,1         ,1         ,"{COC} {PDR}",0.0109,<1> (CHB) ,0.0011,<-4> [SBL] (CHB) ,"","","","",0.0559,<1> (CHB) ,0.1360,<1> (CHB) ,
"heephnut  ","P",11/27/2023 9:22,0,1,1         ,2         ,"{COC} {PDR}",0.0117,<1> (CHB) ,0.0012,<1> (CHB) ,"","","","",0.0721,<1> (CHB) ,0.1760,<1> (CHB) ,
"heephnut  ","P",12/11/2023 8:45,0,1,1         ,1         ,"{COC} {PNP} {WS0}",0.0367,<1> (CHB) ,0.0022,<1> (CHB) ,"","","","",0.0961,<1> (CHB) ,0.2790,<1> (CHB) ,
"heephnut  ","P",12/11/2023 8:46,0,1,1         ,2         ,"{COC} {PNP} {WS0}",0.0357,<1> (CHB) ,0.0016,<1> (CHB) ,"","","","",0.0955,<1> (CHB) ,0.4205,<1> (CHB) ,
