"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","F_Record","Temp","F_Temp","SpCond","F_SpCond","Sal","F_Sal","DO_Pct","F_DO_Pct","DO_mgl","F_DO_mgl","Depth","F_Depth","cDepth","F_cDepth","Level","F_Level","cLevel","F_cLevel","pH","F_pH","Turb","F_Turb","ChlFluor","F_ChlFluor",
"gtmsswq  ","P",02/18/2002 17:00,1,1,"",16.9,<4> ,52.75,<4> ,34.8,<4> ,106.6,<4> ,8.4,<4> ,3.19,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.0,<4> ,"",<4> ,"",<-1> ,
"gtmsswq  ","P",02/18/2002 17:30,1,1,"",16.7,<4> ,52.59,<4> ,34.7,<4> ,105.3,<4> ,8.3,<4> ,3.1,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.0,<4> ,"",<4> ,"",<-1> ,
"gtmsswq  ","P",02/18/2002 18:00,1,1,"",16.7,<4> ,51.99,<4> ,34.3,<4> ,104.0,<4> ,8.2,<4> ,3.05,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.0,<4> ,"",<4> ,"",<-1> ,
"gtmsswq  ","P",02/18/2002 18:30,1,1,"",16.8,<4> ,51.7,<4> ,34.0,<4> ,103.3,<4> ,8.2,<4> ,3.02,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.0,<4> ,"",<4> ,"",<-1> ,
"gtmsswq  ","P",02/18/2002 19:00,1,1,"",16.7,<4> ,52.39,<4> ,34.6,<4> ,103.8,<4> ,8.2,<4> ,3.01,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.0,<4> ,"",<4> ,"",<-1> ,
"gtmsswq  ","P",02/18/2002 19:30,1,1,"",16.7,<4> ,52.47,<4> ,34.6,<4> ,104.0,<4> ,8.2,<4> ,3.03,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.0,<4> ,"",<4> ,"",<-1> ,
"gtmsswq  ","P",02/18/2002 20:00,1,1,"",16.6,<4> ,52.47,<4> ,34.6,<4> ,103.5,<4> ,8.2,<4> ,3.09,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.0,<4> ,"",<4> ,"",<-1> ,
"gtmsswq  ","P",02/18/2002 20:30,1,1,"",16.6,<4> ,52.54,<4> ,34.7,<4> ,103.0,<4> ,8.2,<4> ,3.2,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.0,<4> ,"",<4> ,"",<-1> ,
"gtmsswq  ","P",02/18/2002 21:00,1,1,"",16.5,<4> ,52.55,<4> ,34.7,<4> ,103.2,<4> ,8.2,<4> ,3.31,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.0,<4> ,"",<4> ,"",<-1> ,
"gtmsswq  ","P",02/18/2002 21:30,1,1,"",16.4,<4> ,52.62,<4> ,34.7,<4> ,102.8,<4> ,8.2,<4> ,3.43,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.1,<4> ,"",<4> ,"",<-1> ,
"gtmsswq  ","P",02/18/2002 22:00,1,1,"",16.2,<4> ,52.71,<4> ,34.8,<4> ,102.3,<4> ,8.1,<4> ,3.57,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.1,<4> ,"",<4> ,"",<-1> ,
"gtmsswq  ","P",02/18/2002 22:30,1,1,"",16.0,<4> ,52.9,<4> ,34.9,<4> ,102.0,<4> ,8.1,<4> ,3.7,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.1,<4> ,"",<4> ,"",<-1> ,
"gtmsswq  ","P",02/18/2002 23:00,1,1,"",15.9,<4> ,52.92,<4> ,34.9,<4> ,101.3,<4> ,8.1,<4> ,3.83,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.1,<4> ,"",<4> ,"",<-1> ,
"gtmsswq  ","P",02/18/2002 23:30,1,1,"",15.7,<4> ,53.05,<4> ,35.0,<4> ,101.8,<4> ,8.2,<4> ,3.94,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.1,<4> ,"",<4> ,"",<-1> ,
"gtmsswq  ","P",02/19/2002 0:00,1,1,"",15.4,<4> ,53.24,<4> ,35.2,<4> ,101.6,<4> ,8.2,<4> ,4.01,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.1,<4> ,"",<4> ,"",<-1> ,
"gtmsswq  ","P",02/19/2002 0:30,1,1,"",15.5,<4> ,53.4,<4> ,35.3,<4> ,100.2,<4> ,8.1,<4> ,4.06,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.1,<4> ,"",<4> ,"",<-1> ,
"gtmsswq  ","P",02/19/2002 1:00,1,1,"",15.5,<4> ,53.45,<4> ,35.3,<4> ,99.5,<4> ,8.0,<4> ,4.07,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.1,<4> ,"",<4> ,"",<-1> ,
"gtmsswq  ","P",02/19/2002 1:30,1,1,"",15.5,<4> ,53.44,<4> ,35.3,<4> ,99.4,<4> ,8.0,<4> ,4.02,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.1,<4> ,"",<4> ,"",<-1> ,
"gtmsswq  ","P",02/19/2002 2:00,1,1,"",15.4,<4> ,53.41,<4> ,35.3,<4> ,99.6,<4> ,8.0,<4> ,3.93,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.1,<4> ,"",<4> ,"",<-1> ,
"gtmsswq  ","P",02/19/2002 2:30,1,1,"",15.2,<4> ,53.21,<4> ,35.1,<4> ,96.7,<4> ,7.8,<4> ,3.84,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.1,<4> ,"",<4> ,"",<-1> ,
"gtmsswq  ","P",02/19/2002 3:00,1,1,"",15.3,<4> ,53.09,<4> ,35.0,<4> ,95.4,<4> ,7.7,<4> ,3.73,<4> ,"",<-1> [GCU],"",<-1> ,"","",8.1,<4> ,"",<4> ,"",<-1> ,
