"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","CollMethd","REP","F_Record","PO4F","F_PO4F","NH4F","F_NH4F","NO2F","F_NO2F","NO3F","F_NO3F","NO23F","F_NO23F","CHLA_N","F_CHLA_N",
"pdbjenut  ","P",01/10/2018 16:12,1,1,1         ,1         ,"",0.0367,<0>  ,0.2613,<1> [SCC] ,0.0262,<0>  ,3.2668,<0>  ,3.2930,<1> [SCC] ,1.9300,<0>  ,
"pdbjenut  ","P",01/10/2018 16:13,1,1,1         ,2         ,"",0.0393,<0>  ,0.2590,<1> [SCC] ,0.0253,<0>  ,3.2689,<0>  ,3.2943,<1> [SCC] ,1.8100,<0>  ,
"pdbjenut  ","P",02/06/2018 14:40,1,1,1         ,1         ,"",0.0629,<0> [GSM] (CLE) ,0.2555,<0> [GSM] (CLE) ,0.0215,<0> [GSM] (CLE) ,1.5579,<0> [GSM] (CLE) ,1.5794,<0> [GSM] (CLE) ,2.2500,<0> [GSM] (CLE) ,
"pdbjenut  ","P",02/06/2018 14:41,1,1,1         ,2         ,"",0.0582,<0> [GSM] (CLE) ,0.2402,<0> [GSM] (CLE) ,0.0198,<0> [GSM] (CLE) ,1.5502,<0> [GSM] (CLE) ,1.5700,<0> [GSM] (CLE) ,3.1800,<0> [GSM] (CLE) ,
"pdbjenut  ","P",03/07/2018 16:14,1,1,1         ,1         ,"",0.0390,<0>  ,0.8322,<0>  ,0.0168,<0>  ,0.8824,<0>  ,0.8992,<0>  ,12.9900,<0>  ,
"pdbjenut  ","P",03/07/2018 16:15,1,1,1         ,2         ,"",0.0343,<0>  ,0.8351,<0>  ,0.0167,<0>  ,0.8806,<0>  ,0.8974,<0>  ,12.9400,<0>  ,
"pdbjenut  ","P",04/12/2018 7:05,1,1,1         ,1         ,"",0.0435,<1> [SRD] ,0.5331,<0>  ,0.0209,<0>  ,1.0861,<0>  ,1.1070,<0>  ,2.3100,<0>  ,
"pdbjenut  ","P",04/12/2018 7:06,1,1,1         ,2         ,"",0.0324,<1> [SRD] ,0.5350,<0>  ,0.0206,<0>  ,1.0830,<0>  ,1.1036,<0>  ,2.3600,<0>  ,
"pdbjenut  ","P",05/10/2018 17:11,1,1,1         ,1         ,"",0.0156,<0>  ,0.7709,<0>  ,0.0274,<0>  ,0.4745,<0>  ,0.5019,<0>  ,4.0300,<0>  ,
"pdbjenut  ","P",05/10/2018 17:12,1,1,1         ,2         ,"",0.0164,<0>  ,0.7664,<0>  ,0.0276,<0>  ,0.4734,<0>  ,0.5010,<0>  ,3.8300,<0>  ,
"pdbjenut  ","P",06/06/2018 15:20,1,1,1         ,1         ,"",0.0221,<0>  ,0.6461,<0>  ,0.0333,<0>  ,0.5485,<0>  ,0.5819,<0>  ,2.7200,<1> [SRD] ,
