"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","F_Record","Temp","F_Temp","SpCond","F_SpCond","Sal","F_Sal","DO_Pct","F_DO_Pct","DO_mgl","F_DO_mgl","Depth","F_Depth","cDepth","F_cDepth","Level","F_Level","cLevel","F_cLevel","pH","F_pH","Turb","F_Turb","ChlFluor","F_ChlFluor",
"gtmpiwq  ","P",01/01/2004 0:00,1,1,"",15.6,<4> ,51.88,<4> ,34.2,<4> ,87.6,<4> ,7.1,<4> ,2.47,<4> ,"",<-1> [GCU],"",<-1> ,"","",7.6,<4> ,5,<4> ,"",<-1> ,
"gtmpiwq  ","P",01/01/2004 0:30,1,1,"",15.6,<4> ,51.95,<4> ,34.2,<4> ,85.9,<4> ,6.9,<4> ,2.59,<4> ,"",<-1> [GCU],"",<-1> ,"","",7.6,<4> ,5,<4> ,"",<-1> ,
"gtmpiwq  ","P",01/01/2004 1:00,1,1,"",15.6,<4> ,51.99,<4> ,34.2,<4> ,85.5,<4> ,6.9,<4> ,2.71,<4> ,"",<-1> [GCU],"",<-1> ,"","",7.6,<4> ,5,<4> ,"",<-1> ,
"gtmpiwq  ","P",01/01/2004 1:30,1,1,"",15.6,<4> ,52.01,<4> ,34.3,<4> ,86.6,<4> ,7.0,<4> ,2.82,<4> ,"",<-1> [GCU],"",<-1> ,"","",7.6,<4> ,5,<4> ,"",<-1> ,
"gtmpiwq  ","P",01/01/2004 2:00,1,1,"",15.6,<4> ,52.05,<4> ,34.3,<4> ,88.0,<4> ,7.1,<4> ,2.92,<4> ,"",<-1> [GCU],"",<-1> ,"","",7.7,<4> ,4,<4> ,"",<-1> ,
"gtmpiwq  ","P",01/01/2004 2:30,1,1,"",15.6,<4> ,52.08,<4> ,34.3,<4> ,85.7,<4> ,6.9,<4> ,3.01,<4> ,"",<-1> [GCU],"",<-1> ,"","",7.7,<4> ,5,<4> ,"",<-1> ,
"gtmpiwq  ","P",01/01/2004 3:00,1,1,"",15.6,<4> ,52.13,<4> ,34.3,<4> ,87.6,<4> ,7.1,<4> ,3.11,<4> ,"",<-1> [GCU],"",<-1> ,"","",7.7,<4> ,6,<4> ,"",<-1> ,
"gtmpiwq  ","P",01/01/2004 3:30,1,1,"",15.6,<4> ,52.17,<4> ,34.4,<4> ,89.1,<4> ,7.2,<4> ,3.2,<4> ,"",<-1> [GCU],"",<-1> ,"","",7.7,<4> ,6,<4> ,"",<-1> ,
"gtmpiwq  ","P",01/01/2004 4:00,1,1,"",15.7,<4> ,52.28,<4> ,34.5,<4> ,88.4,<4> ,7.1,<4> ,3.29,<4> ,"",<-1> [GCU],"",<-1> ,"","",7.7,<4> ,4,<4> ,"",<-1> ,
"gtmpiwq  ","P",01/01/2004 4:30,1,1,"",15.6,<4> ,52.33,<4> ,34.5,<4> ,86.8,<4> ,7.0,<4> ,3.35,<4> ,"",<-1> [GCU],"",<-1> ,"","",7.7,<4> ,4,<4> ,"",<-1> ,
"gtmpiwq  ","P",01/01/2004 5:00,1,1,"",15.6,<4> ,52.36,<4> ,34.5,<4> ,87.6,<4> ,7.1,<4> ,3.39,<4> ,"",<-1> [GCU],"",<-1> ,"","",7.7,<4> ,3,<4> ,"",<-1> ,
"gtmpiwq  ","P",01/01/2004 5:30,1,1,"",15.6,<4> ,52.36,<4> ,34.5,<4> ,82.0,<4> ,6.6,<4> ,3.39,<4> ,"",<-1> [GCU],"",<-1> ,"","",7.7,<4> ,2,<4> ,"",<-1> ,
