"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","CollMethd","REP","F_Record","PO4F","F_PO4F","NH4F","F_NH4F","NO2F","F_NO2F","NO3F","F_NO3F","NO23F","F_NO23F","CHLA_N","F_CHLA_N",
"heew2nut  ","P",01/05/2023 3:30,0,1,2         ,1         ,"",0.0408,<1> (CHB) ,0.0024,<1> (CHB) ,"","","","",0.0045,<1> (CHB) ,0.5600,<0>  ,
"heew2nut  ","P",01/05/2023 5:45,0,1,2         ,1         ,"",0.0267,<1> (CHB) ,0.0029,<1> (CHB) ,"","","","",0.0055,<1> (CHB) ,0.8050,<0>  ,
"heew2nut  ","P",01/05/2023 8:00,0,1,2         ,1         ,"",0.0224,<1> (CHB) ,0.0029,<1> (CHB) ,"","","","",0.0066,<1> (CHB) ,0.8150,<0>  ,
"heew2nut  ","P",01/05/2023 8:34,0,1,1         ,1         ,"{CPB} {PLR} {TSE} {WS0}",0.0214,<0>  ,0.0019,<0>  ,"","","","",0.0110,<0>  ,1.2300,<0>  ,
"heew2nut  ","P",01/05/2023 8:35,0,1,1         ,2         ,"{CPB} {PLR} {TSE} {WS0}",0.0253,<0>  ,0.0023,<0>  ,"","","","",0.0099,<0>  ,1.3000,<0>  ,
"heew2nut  ","P",01/05/2023 10:15,0,1,2         ,1         ,"",0.0299,<1> (CHB) ,0.0031,<1> (CHB) ,"","","","",0.0068,<1> (CHB) ,1.6850,<0>  ,
"heew2nut  ","P",01/05/2023 12:30,0,1,2         ,1         ,"",0.0257,<1> (CHB) ,0.0029,<1> (CHB) ,"","","","",0.0056,<1> (CHB) ,1.5750,<0>  ,
"heew2nut  ","P",01/05/2023 14:45,0,1,2         ,1         ,"",0.0197,<1> (CHB) ,0.0023,<1> (CHB) ,"","","","",0.0039,<1> (CHB) ,1.2350,<0>  ,
"heew2nut  ","P",01/05/2023 17:00,0,1,2         ,1         ,"",0.0151,<1> (CHB) ,0.0025,<1> (CHB) ,"","","","",0.0032,<1> (CHB) ,1.0000,<0>  ,
"heew2nut  ","P",01/05/2023 19:15,0,1,2         ,1         ,"",0.0171,<1> (CHB) ,0.0024,<1> (CHB) ,"","","","",0.0030,<1> (CHB) ,0.9000,<0>  ,
"heew2nut  ","P",01/05/2023 21:30,0,1,2         ,1         ,"",0.0097,<1> (CHB) ,0.0020,<1> (CHB) ,"","","","",0.0024,<1> (CHB) ,0.7800,<0>  ,
"heew2nut  ","P",01/05/2023 23:45,0,1,2         ,1         ,"",0.0134,<1> (CHB) ,0.0023,<1> (CHB) ,"","","","",0.0018,<1> (CHB) ,0.5650,<0>  ,
"heew2nut  ","P",01/06/2023 2:00,0,1,2         ,1         ,"",0.0085,<1> (CHB) ,0.0025,<1> (CHB) ,"","","","",0.0017,<1> (CHB) ,0.4445,<0>  ,
"heew2nut  ","P",01/06/2023 4:15,0,1,2         ,1         ,"",0.0100,<1> (CHB) ,0.0018,<1> (CHB) ,"","","","",0.0015,<1> (CHB) ,0.4415,<0>  ,
"heew2nut  ","P",02/02/2023 2:45,0,1,2         ,1         ,"",0.0048,<0>  ,0.0016,<0>  ,"","","","",0.0141,<0>  ,0.3975,<0>  ,
"heew2nut  ","P",02/02/2023 5:00,0,1,2         ,1         ,"",0.0099,<0>  ,0.0015,<0>  ,"","","","",0.0014,<0>  ,0.4070,<0>  ,
"heew2nut  ","P",02/02/2023 7:15,0,1,2         ,1         ,"",0.0127,<0>  ,0.0042,<0>  ,"","","","",0.0018,<0>  ,0.5150,<0>  ,
"heew2nut  ","P",02/02/2023 8:11,0,1,1         ,1         ,"{CCL} {PNP} {TSE} {WS0} {CSM}",0.0165,<0>  ,0.0050,<0>  ,"","","","",0.0059,<0>  ,0.3570,<0>  ,
"heew2nut  ","P",02/02/2023 8:12,0,1,1         ,2         ,"{CCL} {PNP} {TSE} {WS0} {CSM}",0.0128,<0>  ,0.0081,<0>  ,"","","","",0.0017,<0>  ,0.4115,<0>  ,
"heew2nut  ","P",02/02/2023 9:30,0,1,2         ,1         ,"",0.0161,<0>  ,0.0038,<0>  ,"","","","",0.0014,<-4> [SBL] ,0.4255,<0>  ,
"heew2nut  ","P",02/02/2023 11:45,0,1,2         ,1         ,"",0.0139,<0>  ,0.0034,<0>  ,"","","","",0.0014,<-4> [SBL] ,0.8700,<0>  ,
