"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","F_Record","Temp","F_Temp","SpCond","F_SpCond","Sal","F_Sal","DO_Pct","F_DO_Pct","DO_mgl","F_DO_mgl","Depth","F_Depth","cDepth","F_cDepth","Level","F_Level","cLevel","F_cLevel","pH","F_pH","Turb","F_Turb","ChlFluor","F_ChlFluor",
"gtmpiwq  ","P",01/01/2025 0:00,0,1,"","",<-2> [STF],"",<-2> [STF],"",<-2> [STF],91.4,<-3> [STF],8.6,<-3> [STF],3.37,<-3> [STF],"",<-3> [GCR],"",<-1> ,"","",7.7,<-3> [STF],7,<0> ,5.9,<-3> [STF],
"gtmpiwq  ","P",01/01/2025 0:15,0,1,"","",<-2> [STF],"",<-2> [STF],"",<-2> [STF],91.3,<-3> [STF],8.6,<-3> [STF],3.3,<-3> [STF],"",<-3> [GCR],"",<-1> ,"","",7.6,<-3> [STF],7,<0> ,5.9,<-3> [STF],
"gtmpiwq  ","P",01/01/2025 0:30,0,1,"","",<-2> [STF],"",<-2> [STF],"",<-2> [STF],91.1,<-3> [STF],8.6,<-3> [STF],3.24,<-3> [STF],"",<-3> [GCR],"",<-1> ,"","",7.6,<-3> [STF],8,<0> ,6.1,<-3> [STF],
"gtmpiwq  ","P",01/01/2025 0:45,0,1,"","",<-2> [STF],"",<-2> [STF],"",<-2> [STF],91.1,<-3> [STF],8.5,<-3> [STF],3.16,<-3> [STF],"",<-3> [GCR],"",<-1> ,"","",7.6,<-3> [STF],11,<0> ,6.2,<-3> [STF],
"gtmpiwq  ","P",01/01/2025 1:00,0,1,"","",<-2> [STF],"",<-2> [STF],"",<-2> [STF],91.1,<-3> [STF],8.5,<-3> [STF],3.08,<-3> [STF],"",<-3> [GCR],"",<-1> ,"","",7.6,<-3> [STF],11,<0> ,6.2,<-3> [STF],
"gtmpiwq  ","P",01/01/2025 1:15,0,1,"","",<-2> [STF],"",<-2> [STF],"",<-2> [STF],91.0,<-3> [STF],8.5,<-3> [STF],3.0,<-3> [STF],"",<-3> [GCR],"",<-1> ,"","",7.6,<-3> [STF],10,<0> ,6.2,<-3> [STF],
"gtmpiwq  ","P",01/01/2025 1:30,0,1,"","",<-2> [STF],"",<-2> [STF],"",<-2> [STF],90.8,<-3> [STF],8.5,<-3> [STF],2.91,<-3> [STF],"",<-3> [GCR],"",<-1> ,"","",7.6,<-3> [STF],12,<0> ,6.5,<-3> [STF],
"gtmpiwq  ","P",01/01/2025 1:45,0,1,"","",<-2> [STF],"",<-2> [STF],"",<-2> [STF],90.3,<-3> [STF],8.4,<-3> [STF],2.81,<-3> [STF],"",<-3> [GCR],"",<-1> ,"","",7.6,<-3> [STF],11,<0> ,6.5,<-3> [STF],
"gtmpiwq  ","P",01/01/2025 2:00,0,1,"","",<-2> [STF],"",<-2> [STF],"",<-2> [STF],89.5,<-3> [STF],8.4,<-3> [STF],2.71,<-3> [STF],"",<-3> [GCR],"",<-1> ,"","",7.6,<-3> [STF],13,<0> ,6.5,<-3> [STF],
"gtmpiwq  ","P",01/01/2025 2:15,0,1,"","",<-2> [STF],"",<-2> [STF],"",<-2> [STF],88.9,<-3> [STF],8.3,<-3> [STF],2.61,<-3> [STF],"",<-3> [GCR],"",<-1> ,"","",7.6,<-3> [STF],13,<0> ,6.6,<-3> [STF],
"gtmpiwq  ","P",01/01/2025 2:30,0,1,"","",<-2> [STF],"",<-2> [STF],"",<-2> [STF],88.2,<-3> [STF],8.3,<-3> [STF],2.51,<-3> [STF],"",<-3> [GCR],"",<-1> ,"","",7.6,<-3> [STF],12,<0> ,6.5,<-3> [STF],
"gtmpiwq  ","P",01/01/2025 2:45,0,1,"","",<-2> [STF],"",<-2> [STF],"",<-2> [STF],87.8,<-3> [STF],8.2,<-3> [STF],2.41,<-3> [STF],"",<-3> [GCR],"",<-1> ,"","",7.6,<-3> [STF],12,<0> ,6.6,<-3> [STF],
"gtmpiwq  ","P",01/01/2025 3:00,0,1,"","",<-2> [STF],"",<-2> [STF],"",<-2> [STF],87.6,<-3> [STF],8.2,<-3> [STF],2.33,<-3> [STF],"",<-3> [GCR],"",<-1> ,"","",7.6,<-3> [STF],12,<0> ,6.5,<-3> [STF],
"gtmpiwq  ","P",01/01/2025 3:15,0,1,"","",<-2> [STF],"",<-2> [STF],"",<-2> [STF],87.5,<-3> [STF],8.2,<-3> [STF],2.25,<-3> [STF],"",<-3> [GCR],"",<-1> ,"","",7.5,<-3> [STF],12,<0> ,6.4,<-3> [STF],
