"station","param","trend_in_log","ciLow_trend","ciHigh_trend","p_trend","trend_multiplicative","trend_pctPerYear","ciLow_pctPerYear","ciHigh_pctPerYear"
"jacb9nut","no23f_mdl",-0.061709158521846,-0.0974098826191684,-0.0260084344245235,0.000891213371839715,0.9402,-5.98,-9.28,-2.56999999999999
"jacbanut","no23f_mdl",-0.00669870635116587,-0.0362268557353937,0.0228294430330619,0.657196367539247,0.9933,-0.670000000000004,-3.56,2.30999999999999
"jacnenut","no23f_mdl",-0.0143730243564864,-0.035038437392468,0.00629238867949524,0.174742791631985,0.9857,-1.43,-3.44,0.629999999999997
"job09nut","no23f_mdl",0.191628988136895,0.13804437887202,0.24521359740177,6.52392364053948e-11,1.2112,21.12,14.8,27.79
"job10nut","no23f_mdl",0.165691256302946,0.108678294934949,0.222704217670943,5.68598085378628e-08,1.1802,18.02,11.48,24.95
"job19nut","no23f_mdl",0.14195858159852,0.0871513803270666,0.196765782869974,1.02784599859249e-06,1.1525,15.25,9.11,21.75
"job20nut","no23f_mdl",0.145870369442896,0.0930230126406221,0.198717726245171,2.1995575827744e-07,1.157,15.7,9.74999999999999,21.98
"kachdnut","no23f_mdl",-0.0117404851660104,-0.0326998877156533,0.00921891738363255,0.273610411615502,0.9883,-1.17,-3.22,0.930000000000009
"kacsdnut","no23f_mdl",0.00249724167713059,-0.0150683134698541,0.0200627968241152,0.780803155419006,1.0025,0.249999999999995,-1.5,2.03
"kacssnut","no23f_mdl",0.00226199376948127,-0.0172263320289388,0.0217503195679014,0.820268346499486,1.0023,0.229999999999997,-1.71,2.2
"lksbanut","no23f_mdl",0.00253121574501467,-0.0342312960557582,0.0392937275457876,0.893289822952339,1.0025,0.249999999999995,-3.37,4.01
"lksblnut","no23f_mdl",0.00814103418702267,-0.0248338885340518,0.0411159569080971,0.631078747042165,1.0082,0.819999999999999,-2.45,4.2
"lksolnut","no23f_mdl",0.018885633284454,-0.130445181005993,0.168216447574901,0.805506469234249,1.0191,1.90999999999999,-12.23,18.32
"marabnut","no23f_mdl",0.216540800442635,0.149480270523748,0.283601330361522,7.30571085242598e-09,1.2418,24.18,16.12,32.79
"marcenut","no23f_mdl",0.237829043089487,0.180309481420227,0.295348604758747,1.39276962720817e-12,1.2685,26.85,19.76,34.36
"marcwnut","no23f_mdl",0.247362668130123,0.190212244201415,0.30451309205883,2.73266775202181e-13,1.2806,28.06,20.95,35.6
"marmbnut","no23f_mdl",0.240058192097141,0.179192191860069,0.300924192334212,1.05330423906528e-11,1.2713,27.13,19.63,35.11
"marscnut","no23f_mdl",0.217730780230054,0.160667878370494,0.274793682089615,3.39364768341707e-11,1.2433,24.33,17.43,31.63
"narncnut","no23f_mdl",-0.0654951158496281,-0.0888853657318649,-0.0421048659673913,1.90771542008757e-07,0.9366,-6.34,-8.5,-4.12
"narpcnut","no23f_mdl",-0.00779381825284447,-0.0376706434306912,0.0220830069250023,0.609900079960037,0.9922,-0.780000000000003,-3.7,2.23
"nartbnut","no23f_mdl",-0.0373555771973187,-0.0628532734538579,-0.0118578809407795,0.00467887912411537,0.9633,-3.67,-6.09,-1.18
"nartsnut","no23f_mdl",-0.00185953956146877,-0.0318713807213581,0.0281523015984206,0.903505777756203,0.9981,-0.190000000000001,-3.14,2.86
"niwcbnut","no23f_mdl",0.00290732409322884,-0.0157322462902709,0.0215468944767286,0.760095130333842,1.0029,0.28999999999999,-1.55999999999999,2.18
"niwdcnut","no23f_mdl",0.0201801337512278,0.00599296520430413,0.0343673022981514,0.00577165454624069,1.0204,2.04,0.600000000000001,3.49999999999999
"niwolnut","no23f_mdl",0.0120627411280673,-0.000319056521827848,0.0244445387779625,0.0574201407411285,1.0121,1.21,-0.0299999999999967,2.46999999999999
"niwtanut","no23f_mdl",0.050027887233334,0.0366410168142055,0.0634147576524624,3.99465549036463e-12,1.0513,5.12999999999999,3.73000000000001,6.54999999999999
"nocecnut","no23f_mdl",0.0474862783064858,0.0106983087571259,0.0842742478558456,0.0121438737215559,1.0486,4.86,1.07999999999999,8.79000000000001
