"station","year","month","atemp_nValid","atemp_min","atemp_median","atemp_max","atemp_mean","atemp_sd","atemp_iqr","rh_nValid","rh_min","rh_median","rh_max","rh_mean","rh_sd","rh_iqr","bp_nValid","bp_min","bp_median","bp_max","bp_mean","bp_sd","bp_iqr","wspd_nValid","wspd_min","wspd_median","wspd_max","wspd_mean","wspd_sd","wspd_iqr","maxwspd_nValid","maxwspd_min","maxwspd_median","maxwspd_max","maxwspd_mean","maxwspd_sd","maxwspd_iqr","wdir_nValid","wdir_min","wdir_median","wdir_max","wdir_mean","wdir_sd","wdir_iqr","totprcp_nValid","totprcp_total","dailyPAR_nValid","dailyPAR_min","dailyPAR_median","dailyPAR_max","dailyPAR_mean","dailyPAR_sd","dailyPAR_iqr"
"gtmpcmet",2018,9,2879,22.6,27.9,35.3,27.8466828759986,2.32929091900516,3.2,2879,46,80,99,80.7742271622091,10.8070969857317,17,2879,1008,1017,1022,1016.91976380688,3.08645775719212,5,2879,0,2.3,6,2.16172282042376,1.10195067654632,1.8,2879,0,4,11,3.76672455713789,1.75613609165187,2.9,2879,0,117,357,149.034734282737,77.6452583577285,133.5,2879,63.1,30,24596.4,43586.15,49782.6,42506.3066666667,5398.53032266946,3413.90000000001
"gtmpcmet",2018,10,2976,11.5,25.4,32.9,24.5464717741935,4.0027084508363,4.825,2976,41,79,100,78.6394489247312,13.135852903201,20,2976,1005,1018,1024,1017.33602150538,4.04163119139642,4,2976,0,2.6,8.5,2.60735887096774,1.48599612525658,2.1,2976,0,4.5,14.8,4.50648521505376,2.37224602542811,3.5,2976,0,117,359,151.007728494624,90.121320325576,160.25,2976,118.4,31,7742.4,34156.6,41983.1,30410.335483871,9637.67501691663,12736.35
"gtmpcmet",2018,11,2880,2.5,20.1,30.3,19.0296875,5.78113770977944,7.2,2880,34,87,100,83.546875,14.2632140383841,21,2880,1008,1019,1024,1018.07708333333,3.37671199808735,5,2880,0,1.9,7,2.1171875,1.38009962071396,1.9,2880,0,3.6,10.4,3.71208333333333,2.14986121994481,3.3,2880,0,208,360,189.797916666667,107.480816300858,184,2878,76,30,11483.6,24138.1,34519.8,23488.7066666667,6856.11844609255,9649.5
"gtmpcmet",2018,12,2976,1.7,16.4,29,15.5385416666667,5.26164460568962,7.825,2976,27,95,100,90.3652553763441,12.0099114167125,16,2976,999,1021,1030,1019.74596774194,5.86790019027187,7,2976,0,1.7,6.4,1.80789650537634,1.13459050209162,1.7,2976,0,3.2,12.5,3.35897177419355,2.04285189134194,3.2,2976,0,220,360,198.35248655914,100.604881919735,142,2974,205.4,31,4717.9,21584.3,28624,19674.6838709677,8050.12068063151,13606.7
"gtmpcmet",2019,1,2976,1.6,13.4,26.8,13.8347446236559,5.40500693509032,8.1,0,,,,,,,2976,1005,1021.5,1032,1020.71673387097,4.60851264411852,6,2976,0,1.95,9.3,2.39613575268817,1.74298358720399,2.5,2976,0,3.6,14.7,4.12691532258065,2.63331302863463,4.225,2976,0,217,360,187.42876344086,110.983812731194,181,2975,96.6,31,2070.6,25402,32040,24231.2,6137.80092715081,7146.95
"gtmpcmet",2019,2,2688,6.5,17,30.3,17.4505952380952,4.04640550204977,5.3,0,,,,,,,2688,1009,1021,1030,1020.59188988095,4.01213748392966,5,2688,0,1.7,7.9,1.99330357142857,1.44319811203417,1.8,2688,0,3,11.1,3.39747023809524,2.15978940771522,2.9,2688,0,156,360,166.236979166667,114.03489310581,186.25,2688,26.9,28,9399.5,28396.3,40494.8,25884.7178571429,9410.448911363,14308.025
"gtmpcmet",2019,3,2976,2,17.3,29.1,17.258064516129,4.69500741272942,4.7,0,,,,,,,2976,1010,1021,1030,1020.44892473118,3.49685268138952,4,2976,0,2.3,9.6,2.76428091397849,2.02472058959619,2.6,2976,0,4.2,14.9,4.52096774193548,2.83939581766601,3.9,2976,0,166,360,161.777217741935,111.645834531295,217,2976,37.5,31,9391.8,38664.8,47922.8,35403.6225806452,11290.3876329295,10397.4
"gtmpcmet",2019,4,2880,9.8,21.3,30.7,20.6857291666667,4.06548700672604,6.3,0,,,,,,,2880,1006,1018,1028,1017.47569444444,4.7487882080208,7,2880,0,2.2,7.2,2.30791666666667,1.42638992743154,2.2,2880,0,4,12.2,4.06243055555556,2.33785874918178,3.7,2880,0,179,359,181.463888888889,86.0654093535753,128,2880,75.7,30,9002.1,48759.1,55579.3,45042.8433333333,10973.3493429868,16242.75
"gtmpcmet",2019,5,2976,16.6,24.6,35,24.6272849462366,3.21181769851999,4.3,0,,,,,,,2976,1010,1017,1025,1016.7876344086,3.06444971940618,4,2976,0,2.2,5.3,2.28407258064516,1.26248854429582,2.1,2976,0,4.1,11.6,3.98904569892473,1.92648091151943,3.2,2976,0,151,358,163.20060483871,63.7274428410761,100,2976,51.4,31,20431.5,54883.1,58710.9,51067.7967741935,9668.9616124478,8810.55
"gtmpcmet",2019,6,2877,20.4,25.7,35.2,26.0175182481752,3.13839103513125,5.2,0,,,,,,,2877,1010,1017,1022,1016.5081682308,2.69697314280727,4,2877,0,1.7,6.4,1.90740354535975,1.13669547417183,1.7,2877,0,3.4,11.5,3.53757386166145,1.85576089324324,2.7,2877,0,194,360,182.061870003476,73.3808699986527,100,2877,161.5,30,21336.2,47410.4,58639,44377.1366666667,10722.0707321469,16823.375
"gtmpcmet",2019,7,2976,20.7,25.9,34.4,26.1662298387097,3.11227313499639,5.3,0,,,,,,,2976,1011,1018,1023,1017.61189516129,2.41095112939538,4,2976,0,1.4,5.7,1.66733870967742,1.13245851725545,1.5,2976,0,2.7,9.1,2.99811827956989,1.73756803504939,2.6,2976,0,193,360,181.869959677419,79.8102596012055,114,2975,124.3,31,21519.5,44571.7,55669.6,43427.7,8798.37541326049,12718.15
"gtmpcmet",2019,8,2975,21.4,26.5,34.3,26.4705546218487,2.67861469034628,4.5,0,,,,,,,2976,1012,1016,1021,1015.92305107527,2.0405452143592,3,2976,0,1.7,7.4,1.94254032258065,1.219675448656,1.8,2976,0,3.4,12.2,3.47872983870968,1.84600077376372,2.9,2976,0,193,360,170.543346774194,88.0560982542,151,2975,43.4,31,22314.4,43020.3,53332.9,41353.935483871,8742.29845214435,12893.75
"gtmpcmet",2019,9,2871,18.2,27,34.4,26.7814002089864,2.40677663854804,2.5,618,,,,,,,2871,1002,1017,1025,1016.25217694183,4.31048571174058,5,2871,0,3.2,12.1,3.33228840125392,1.84563680456278,2.6,2871,0,5.4,19.1,5.46907001044932,2.71885104710633,3.8,2871,0,86,360,119.758620689655,90.0084930644961,141.5,2871,118.9,30,7074.4,42813.7,49490,40326.4266666667,8997.29679652625,7481.74999999999
"gtmpcmet",2019,10,2971,16.5,25.6,32.2,25.1642881184786,2.6173315741059,3,2971,46,81,100,80.3948165600808,11.7920803214738,17,2972,1007,1017,1022,1016.20928667564,2.61277598477199,3,2972,0,2.5,7.1,2.58223418573351,1.60346120546483,2.3,2972,0,4.4,11.5,4.39266487213997,2.42472261001422,3.6,2972,0,119,360,144.851951547779,89.1135877646905,149,2972,147.2,31,7047.8,33429.6,43056.2,30259.8129032258,9591.6637120902,11035.5
"gtmpcmet",2019,11,2880,6.6,18.5,27.6,17.8083333333333,4.83370992612077,7.7,2880,21,86,99,82.3135416666667,13.8847270398886,22.25,2880,1009,1019,1025,1018.26840277778,3.69718332246252,6,2880,0,2.1,8.8,2.46222222222222,1.83779639270169,2.25,2880,0,3.8,13,4.06475694444444,2.60380281584594,3.6,2880,0,238,360,188.558333333333,120.397593328659,243,2880,44.3,30,5748,29525.1,33923.7,24687.97,8783.28859970004,10935.025
"gtmpcmet",2019,12,2975,2.6,18,28.3,17.1105882352941,4.90058656133329,6.05,2975,30,89,100,83.9788235294118,14.9776078760064,19,2976,1005,1019,1029,1018.41364247312,5.33155521843839,7,2976,0,2.2,8.2,2.50208333333333,1.74769640300792,2.3,2976,0,4.1,12.2,4.33313172043011,2.61520012007151,3.9,2976,0,213,360,192.46875,107.170830556961,170,2975,85.5,31,4372.5,19662,29369.5,19409.7548387097,7667.14490571463,13578.1
"gtmpcmet",2020,1,2976,1.2,16.4,27.7,15.8092741935484,5.6843971626972,8.7,2976,33,82,99,79.0561155913979,15.6513873382579,25,2976,1011,1022,1033,1021.98420698925,5.02110696986783,8,2976,0,2.2,9.4,2.48094758064516,1.82229790550583,2.3,2976,0,4,13.8,4.25463709677419,2.74519816113286,3.9,2976,0,228.5,360,212.508400537634,102.432327798146,160,2975,4.1,31,5145.6,25097.5,32562.2,23123.5322580645,6780.88522757843,8470.15
"gtmpcmet",2020,2,2784,2.6,16.4,30,16.1126077586207,5.25062997666723,7.5,2784,21,85,100,79.2054597701149,17.6166557606993,26,2784,1001,1021,1032,1020.50862068966,5.21839917409102,6,2784,0,2.1,10.4,2.66903735632184,2.11469126806303,2.6,2784,0,4,15.4,4.5698275862069,3.11179328718635,4.2,2784,0,221,360,199.199712643678,108.028204884568,141.25,2784,51.1,29,6860.1,29724.5,41532.9,27931.2724137931,9803.34729590928,9617.9
"gtmpcmet",2020,3,2976,2.6,21,30.6,20.7982190860215,4.53130810360544,5.8,2976,24,79,99,77.8823924731183,15.0838200070553,22,2976,1004,1023,1035,1021.66162634409,5.59340120602794,8,2976,0,2.1,8.3,2.22523521505376,1.51174614775217,2.4,2976,0,3.8,12.6,3.93551747311828,2.43159703394557,3.725,2976,0,185,360,179.444220430108,78.9465232055802,109.25,2976,9.3,31,22512.2,40351.6,49460.8,39623.5967741935,6029.01132079901,7914.35000000001
"gtmpcmet",2020,4,2880,9.4,21.65,32.7,21.5648611111111,4.20774785888123,4.9,2880,32,80,99,76.5559027777778,15.9951907461859,27,2880,1005,1015,1024,1015.45486111111,4.02303768489901,5,2880,0,2.2,8,2.4015625,1.52335334302113,2,2880,0,4.2,14.5,4.32322916666667,2.44483250212406,3.4,2880,0,203,360,184.297222222222,90.1465704305782,137,2880,73.7,30,13357.4,42004.1,56206.8,39984.4133333333,12854.4923404295,17817.5
"gtmpcmet",2020,5,2976,8.6,23.5,32.7,23.1257056451613,3.89400416145907,4.8,2976,26,81,99,77.1952284946236,16.6981866095877,24,2976,1009,1017,1026,1017.18346774194,3.52450373706321,6,2976,0,2.5,7.1,2.53864247311828,1.47472784734276,2.5,2976,0.3,4.5,14.1,4.34939516129032,2.23985735674953,3.9,2976,0,164,360,165.344086021505,88.3413312595559,141,2976,142.1,31,11663.3,51336.5,57799.5,47188.7451612903,12438.8044149706,12922.75
"gtmpcmet",2020,6,2879,18.3,25.5,35.3,25.8934352205627,2.79971990096507,3.8,2879,44,84,100,82.9760333449114,11.5804786841235,20,2880,1014,1018,1024,1017.91875,1.97562319519139,3,2880,0,1.7,7,2.05333333333333,1.44686699651081,2.1,2880,0,3.2,12,3.56239583333333,2.18500665226076,3.325,2880,0,176,358,170.065972222222,86.0482337360832,138,2879,148.2,30,13385.3,45836.25,60245.2,43444.6033333333,12522.2466517486,14931.7
"gtmpcmet",2020,7,2976,22.3,27.4,34.2,27.2506384408602,2.77596762065261,5.2,2976,48,83,99,82.601814516129,11.1106149592924,19,2976,1010,1018,1022,1016.95766129032,2.89541308195448,5,2976,0,1.7,5.9,1.88350134408602,1.06131675247017,1.6,2976,0,3.3,11,3.47953629032258,1.70433986432764,2.6,2976,0,203,359,189.873655913978,67.64006692527,114,2976,143.3,31,27840.7,46761.9,59077,44412.8258064516,10114.7776302124,19642
"gtmpcmet",2020,8,2974,21.5,27.3,34.2,27.0716207128447,2.88862114484647,5.2,2974,49,86,99,84.6997310020175,10.4881664098177,19,2974,1008,1016,1023,1016.21049092132,2.48346246872934,4,2974,0,1.5,7.8,1.92925353059852,1.31545893288858,1.9,2974,0.1,3,13.9,3.48984532616005,2.09024236101142,3.1,2974,0,199,360,184.8876933423,69.7669381641909,110,2974,176.7,31,22696.3,41130.7,54859.6,40559.7290322581,8915.3403631865,15366.85
"gtmpcmet",2020,9,2880,15.5,26.5,32.7,26.5970138888889,2.67245701724305,3.6,2880,52,83,99,83.2454861111111,10.8252955493265,17,2828,1008,1016,1022,1015.75282885431,2.56822212802772,3.25,2880,0,2.4,9.4,2.72104166666667,2.00864447171588,2.2,2880,0,4.2,15,4.63875,2.9766391306417,3.5,2880,0,136,359,151.027430555556,88.4278549285325,152,2880,291.5,30,11665.9,36480.35,50055.2,34879.48,10785.6265105831,18180.475
"gtmpcmet",2020,10,2974,15.1,25.35,31.5,24.8740080699395,2.64410957544465,3,2974,46,85,100,83.4024882313383,11.1307736007396,15,2936,1008,1016,1022,1016.01771117166,2.38729452189439,3,2975,0,2.6,8,2.60588235294118,1.49694679837212,2.2,2975,0,4.4,12.6,4.34836974789916,2.23188588213646,3.2,2975,0,111,360,140.155294117647,99.9690575095795,172,2975,91.2,31,10122,32224.2,40640.9,30163.3612903226,8288.96749415259,11932.95
"gtmpcmet",2020,11,2878,10.5,21.9,28.2,21.7620917303683,3.09582192393239,4.2,2878,34,82,99,79.8617095205003,13.7083804390267,24,2880,1007,1019,1031,1019.31458333333,5.11686922273613,7,2880,0,2.9,9.2,2.96270833333333,1.69289577383747,2.4,2880,0,4.9,13.7,4.99767361111111,2.60523655827167,3.7,2880,0,117.5,360,146.476388888889,106.40888976782,187.25,2880,126.1,30,12023.9,25933.05,32934,24019.0966666667,6364.44714843017,8440.325
"gtmpcmet",2020,12,2971,-1,13.7,26.5,13.184651632447,5.80216841255837,8.8,2971,30,84,100,79.9956243688994,16.2312097330912,24,2971,1007,1020,1028,1019.80511612252,4.38378410075891,6,2971,0,1.6,6.9,1.8338606529788,1.27019625439678,1.7,2971,0,2.9,14.1,3.32386401884887,2.14015308627242,3.1,2971,0,252,359,218.188825311343,100.657784525202,130,2971,31.6,31,5334.5,24850,29609.1,22380.2064516129,6699.8970805496,11260
"gtmpcmet",2021,1,2976,0.7,14.5,26.2,13.8257056451613,5.81873830553361,8.9,2976,26,82,99,78.2335349462366,15.6900299469201,22,2976,1006,1019,1029,1018.74899193548,4.16602896086814,5,2976,0,1.6,6.1,1.78447580645161,1.08165804600627,1.5,2976,0,3.1,10.9,3.34905913978495,1.94239714721519,2.8,2976,0,239,360,212.847446236559,91.3222804380206,107,2976,20.1,31,8463.2,26217.7,33456.2,23001.2161290323,8339.86165037513,12431.9
"gtmpcmet",2021,2,2688,-1.2,16.3,30,15.7772693452381,5.37358773674474,6.6,2688,33,87,100,82.5219494047619,16.2138057593905,24,2688,1007,1018,1029,1017.83816964286,4.41933885711363,6,2688,0,2,6.1,2.20111607142857,1.39332459411201,2.2,2688,0,3.7,11.6,3.8524181547619,2.22707769474423,3.6,2688,0,184,360,176.209077380952,110.105745596856,185.25,2687,133,28,8392.5,29980.3,41665.1,27792.5,10789.4462313531,19167.55
"gtmpcmet",2021,3,2974,7.4,17.7,30.8,18.1745796906523,4.55401333019297,6.4,2974,44,86,100,82.0601882985878,14.0700308221964,22,2976,1009,1019,1034,1019.92943548387,5.37129568117971,6,2976,0,2.7,10.1,2.96743951612903,2.09568543482046,3,2976,0,4.7,15.3,4.8588373655914,3.04363270221263,4.4,2976,0,179,360,172.439516129032,115.494428710483,204,2976,22.6,31,6197,41696,46567.2,36472.5935483871,11643.685172056,7996.45
"gtmpcmet",2021,4,2878,7.5,19.7,31.3,19.6709173036831,4.1605165224003,5.4,2878,28,77,99,76.1945795691452,16.530514809328,28,2880,1005,1016,1030,1016.55798611111,4.95797960507187,7,2880,0,2.1,7.5,2.35190972222222,1.51306564998903,2.2,2880,0,3.9,12.5,4.02934027777778,2.25453660564479,3.3,2880,0,174,360,168.926736111111,95.1258349098028,156,2879,163.5,30,7077.3,49695.5,55397.2,42789.8366666667,12272.7869085388,13378.95
"gtmpcmet",2021,5,2976,12.8,23.5,34.4,23.6867943548387,3.16620022608259,3.7,2976,24,74,99,74.7066532258064,14.3143450205298,20,2976,1010,1020,1027,1019.27284946237,3.77156304608688,6,2976,0,2.7,7.5,2.74845430107527,1.63094578837973,2.5,2976,0,4.8,11.1,4.62533602150538,2.39458841318591,3.8,2976,0,130.5,360,148.346102150538,88.1496426581983,141,2975,18.5,31,12269.4,55088.6,59421.7,50825.7290322581,10927.8558748791,10480.15
"gtmpcmet",2021,6,2880,17.7,26,33.6,25.9248611111111,2.47103118513377,3.6,2880,46,88,99,85.7934027777778,9.9621387230729,15,2880,1009,1018,1023,1017.42256944444,3.01914310249248,4,2880,0,1.8,6.6,2.06020833333333,1.2873121556046,1.7,2880,0,3.5,10.7,3.75572916666667,2.05110679029972,3,2880,1,173,360,170.580555555556,70.5799557467755,104,2880,159.4,30,19716.1,39040.95,59793.2,39628.4933333333,12874.1340158965,20834.025
"gtmpcmet",2021,7,2976,21.8,26.4,34.8,26.6250672043011,2.6551722149948,4.5,2976,50,89,100,86.5655241935484,11.1947950507962,17,2976,1011,1017,1025,1017.75840053763,3.10582483321931,5,2976,0,1.6,6.3,1.88172043010753,1.22015918391139,1.5,2976,0,3.1,12.2,3.46081989247312,1.91604385833054,2.9,2976,0,207,359,190.601142473118,72.5746478783101,105,2976,141.4,31,9296.6,42572.5,58919.7,40226.2032258065,11466.3689094233,15584.8
"gtmpcmet",2021,8,2974,21.8,27.4,35.4,27.3878278412912,2.57393853047155,4.3,2974,47,88,100,85.8648285137862,10.5196252943974,16.75,2974,1010,1017,1023,1017.20107599193,2.48573167158012,4,2974,0,1.6,7.8,1.78449899125757,1.1400950921766,1.8,2974,0,3.1,13.6,3.27915265635508,1.84670573004429,3,2974,0,177,360,171.416274377942,67.0955728332185,103,2973,1.4,31,20222.6,44772.5,53716.5,40637.7516129032,11037.4299202568,19334.75
"gtmpcmet",2021,9,2880,16.7,25.6,32.4,25.5445486111111,2.68853291664845,3.8,2880,47,86,100,84.8909722222222,12.1368222395139,20,2880,1010,1016,1024,1015.86006944444,2.87716621721988,4,2880,0,1.6,6.1,1.77017361111111,1.133758088388,1.8,2880,0,3.1,16.5,3.12934027777778,1.76712390637893,2.9,2880,0,172,360,156.647916666667,95.7033359528514,176.25,2878,116.8,30,14515,37683.85,50168.2,37441.23,8730.94686863126,7826.375
"gtmpcmet",2021,10,2973,10.7,24.4,29.8,23.6013118062563,3.92737934345379,4.9,2973,31,81,100,80.6215943491423,13.1509162979633,20,2973,1003,1016,1024,1015.21459804911,4.27885212641667,5,2972,0,1.9,7.1,2.0235868102288,1.22401865357074,1.9,2972,0,3.5,12.2,3.52348586810229,1.87850430401354,3,2972,0,143.5,359,158.46399730821,99.9630142772657,192,2973,31.7,31,5677.1,34441.6,42877.5,32043.1290322581,8113.30689625357,8655.25
"gtmpcmet",2021,11,2879,5.1,17.9,25,16.7030218825981,4.62064375952901,7.8,2879,27,86,100,82.9336575199722,14.1196161778512,21,2879,1011,1020,1027,1019.55053838138,3.36583396994585,5,2879,0,1.9,10.8,2.55088572420979,2.04981356814294,2.65,2879,0,3.4,15.6,4.15654741229594,2.93657615734613,4.1,2879,0,247,360,187.843348384856,128.484728071105,265,2879,116.7,30,2653.8,25378,33560,23482.0466666667,8180.68242199092,13974.775
"gtmpcmet",2021,12,2976,5.5,18.4,27.7,18.0048387096774,4.19903591666455,4.6,2976,45,91,99,86.2247983870968,11.8919591487826,14.25,2976,1004,1019,1029,1019.46875,3.72901833343474,5,2976,0,1.4,7.4,1.78131720430108,1.48293159988445,1.7,2976,0,2.7,11.3,3.15877016129032,2.24086651148221,3.1,2976,0,226,360,201.628024193548,100.028801268875,122,2976,109.6,31,5405.6,25930,29343.2,22638.9612903226,6795.56997912009,7810
"gtmpcmet",2022,1,2975,-1.9,14.3,27.9,13.4170084033613,5.80465050713794,7.9,2975,21,77,98,74.7193277310924,16.6834993992345,27,2975,1004,1019,1030,1019.30756302521,4.85414637170738,7,2975,0,2.1,7.6,2.49855462184874,1.74877839818821,2.4,2975,0,3.9,12.8,4.35324369747899,2.67201279689899,4.05,2975,0,233,360,202.978487394958,109.28620369695,180,2975,27.4,31,3854,26849.7,33411.6,23995.5483870968,8582.57178534387,12546.25
"gtmpcmet",2022,2,2688,1.5,15.9,29,15.5603050595238,5.53986649525122,7.9,2688,38,88,99,83.4627976190476,13.8200767611067,19,2688,1015,1022,1032,1022.12983630952,3.60723785125272,5,2688,0,1.8,7.2,2.10680803571429,1.60330480858972,2.5,2688,0,3.3,11.7,3.62265625,2.43870372523237,3.9,2688,0,211,360,197.770833333333,109.574993196908,165,2688,29.4,28,5550.4,34519.95,40448.2,30243.5607142857,10673.8772077178,10078.775
"gtmpcmet",2022,3,2976,1.8,19.3,30.5,18.7404569892473,4.66569057741722,5.4,2976,23,84,99,78.875,18.3866365429174,27,2976,1005,1018,1030,1018.80544354839,4.76204714874771,7,2976,0,2,7.8,2.21159274193548,1.44168785889612,2.1,2976,0,3.7,11.6,4.00010080645161,2.38892894461926,3.7,2976,0,191,360,189.859879032258,92.2412448434597,135,2975,209.1,31,5758.3,41157.6,48571.3,35364.2225806452,13260.9636652522,16099.6
"gtmpcmet",2022,4,2880,5.1,21.7,30.9,21.1224305555556,3.81906930727625,4,2880,26,74,98,73.8423611111111,15.9578555748654,25,2880,1006,1018,1029,1018.02743055556,4.50806205320545,6,2880,0,2.8,6.7,2.59954861111111,1.47805639832714,2.6,2880,0,4.9,15.2,4.53677083333333,2.36049134834457,4,2880,0,142,359,158.010416666667,81.343733305475,129,2879,80.9,30,10134.2,49784.95,56774.3,46034.5566666667,10700.1672818597,13088.15
"gtmpcmet",2022,5,2976,16.6,24.6,32.8,24.2874663978495,3.1254209798668,4.8,2976,32,80,97,79.5843413978495,12.53473600945,17,2976,1005,1017,1025,1016.19623655914,3.35253060567747,5,2976,0,2.4,7.1,2.47335349462366,1.51507128069533,2.4,2976,0,4.4,11.6,4.27459677419355,2.30757463101206,3.8,2976,0,151,357,159.698924731183,80.3091175722281,115,2975,139.8,31,33532.4,54460.6,60002.7,51578.3032258064,7118.85792495228,8705.7
"gtmpcmet",2022,6,2880,19.8,26.8,38,26.7729513888889,2.79116497451665,4.225,2880,33,79,97,79.1586805555555,11.5115129254119,16,2880,1005,1016,1023,1015.31805555556,3.70849316287824,5,2880,0,2,6.5,2.04857638888889,1.141921831075,2,2880,0,3.7,13.5,3.68416666666667,1.83165386671743,3.1,2880,0,155,358,159.961111111111,80.5910427211296,137,2880,64.1,30,20993.6,54618.65,60949.8,51007.9766666667,10012.2987788531,9739.50000000001
"gtmpcmet",2022,7,2976,21.8,26.8,33.9,27.1273521505376,2.98922173255322,5.8,2976,49,83,97,82.0924059139785,11.25848458202,21,2976,1011,1018,1024,1018.32594086022,2.09776490624652,3,2976,0,1.4,5.5,1.7966061827957,1.243721134196,1.9,2976,0,3,10.5,3.30359543010753,1.96972646899379,3.3,2976,0,193,358,188.458333333333,56.995063425721,84,2975,92.7,31,21841.5,52457.5,60768.2,49367.8161290323,9227.44147631028,12468.3
"gtmpcmet",2022,8,2976,20.6,26.8,33.9,26.8174731182796,2.69957054772315,4.7,2976,41,87,98,84.9559811827957,10.5409841763805,19,2976,1011,1017,1023,1017.08232526882,2.80101004046213,4,2976,0,1.3,5.8,1.61004704301075,1.10947176368976,1.8,2976,0,2.6,14.5,2.91098790322581,1.78213644759227,3,2976,0,183,360,176.908938172043,77.8559590552859,123,2975,161.6,31,24849.6,47562.2,57390,43485.6,10125.0986194374,17163.25
"gtmpcmet",2022,9,2878,16.2,25.6,32.7,25.7397150799166,2.73260737282227,4,2878,51,86,99,84.0455177206393,11.4811210617132,20,2878,1001,1014,1020,1013.83460736623,3.639626323236,5,2878,0,1.8,15.5,2.42578179291174,2.41547028439788,2.4,2878,0,3.3,21.5,4.07119527449618,3.52962840930465,3.775,2878,0,134,360,155.415218902015,100.529299269484,185.75,2878,399.3,30,3580.4,32993.05,45784,32631.68,11785.7160299617,17118.925
"gtmpcmet",2022,10,2976,8.8,21.9,30.6,21.2082997311828,4.07889114099003,5.2,2976,35,84,99,79.9344758064516,14.6985418905523,22,2976,1007,1017,1022,1016.42573924731,3.30375840844892,5,2976,0,1.9,7,2.24317876344086,1.52038048410135,2.2,2976,0,3.4,16.6,3.67778897849462,2.18966877902607,3.3,2976,0,216,360,172.725470430108,123.276889557363,247,2976,86.5,31,4934,38556.2,45768.1,35478.6451612903,8558.48021881762,8050.25000000001
"gtmpcmet",2022,11,2880,7.6,20.8,28.3,20.0585763888889,4.33009325465674,5.8,2880,44,89,100,86.3611111111111,11.7918505902144,15,2880,1000,1019,1026,1018.25347222222,4.49641767324239,4,2880,0,2.5,11.5,2.98131944444444,2.36792528565133,2.7,2880,0,4.4,18.8,4.88673611111111,3.3929351297258,3.9,2880,0,207,360,179.789236111111,132.395075754984,290,2880,126.2,30,4656.3,22802.35,34479.6,21299.45,9013.04577983951,14530.525
"gtmpcmet",2022,12,2976,-4.3,16.3,25.5,14.9764448924731,6.05145607276956,6.4,2976,23,90,100,83.0003360215054,17.6783873144106,24,2976,1010,1021,1029,1020.95228494624,4.05480208978808,6,2976,0,1.6,7,1.84559811827957,1.28113688158649,1.7,2976,0,3,10.7,3.21935483870968,2.03307815317176,3.1,2976,0,254,360,210.184475806452,118.769214417593,214,2976,14.3,31,5814,24045.2,28946.3,21215.3064516129,8023.87805274297,10804.55
"gtmpcmet",2023,1,2976,-0.3,15.9,29.4,15.3724462365591,6.2157577089417,8.1,2976,25,83,100,78.1838037634409,17.9491949618533,28,2976,1009,1020,1030,1020.06182795699,3.8204502201103,4,2976,0,1.5,5.3,1.67735215053763,1.13153625547789,1.6,2976,0,2.7,10.6,3.16461693548387,2.07565351971,3.1,2976,0,224,360,207.676075268817,89.8186403078034,110,2976,43.6,31,7967.6,28796.3,33591.3,27074.2903225806,5196.07350790671,5301.2
"gtmpcmet",2023,2,2688,4.9,18.8,30.5,18.6861607142857,4.84085720365307,6.1,2688,30,87,100,81.8883928571429,15.9363793495351,25,2688,1009,1020,1030,1020.14397321429,4.32660314102012,7,2688,0,1.8,7.9,2.05200892857143,1.39203020895275,1.8,2688,0,3.5,12.6,3.79605654761905,2.31549032003648,3.4,2688,0,226,359,200.162574404762,86.9706732800613,116,2688,41.3,28,7915.9,35526.25,41288.6,32261.1285714286,7752.00805071903,7518.35
"gtmpcmet",2023,3,2976,3.6,19.6,31.8,19.3121303763441,5.09390514352511,6.1,2976,37,81,100,79.3135080645161,17.0779773365535,29,2976,1008,1018,1026,1017.97177419355,4.49775402521606,7,2976,0,2.2,6.9,2.32627688172043,1.46347177271351,2,2976,0,4,10.8,4.11377688172043,2.25080938927315,3.5,2976,0,201,358,180.950940860215,96.0285791447518,136,2976,57.2,31,10457.6,40352.5,50037.7,38180.6516129032,9829.97070829379,9430.15
"gtmpcmet",2023,4,2853,10.3,22.2,30.8,22.0371188222923,3.22648354152481,3.9,2853,42,89,100,85.0150718541886,14.8161518691519,22,2853,1000,1016,1024,1016.0844724851,4.27928578880092,5,2841,0,2.6,9.1,2.70130235832453,1.74841428975448,2.4,2841,0,4.5,19.3,4.59204505455825,2.64139715871772,3.7,2852,0,128,360,144.452314165498,84.7227813043751,130,2849,133.5,30,13491.1,45259.2,54565.5,42654.67,9845.71713018862,12193.4
"gtmpcmet",2023,5,2958,13.4,23.9,31.8,23.3889114266396,3.14917020998046,4,2958,22,90,100,84.9181879648411,16.3216340918312,22,2958,1007,1015,1023,1014.97126436782,3.65934244169656,6,2956,0,2.5,8.6,2.4958051420839,1.52129920250435,2,2956,0,4.3,13.4,4.26596752368065,2.28951677955976,3.1,2958,0,133,360,154.008113590264,97.4709963629337,175,2958,42.8,31,16831.7,48455.5,57001.1,46411.9677419355,11152.8335268483,12966.1
