"station","date","temp_nValid","temp_min","temp_median","temp_max","temp_mean","temp_sd","temp_iqr","spcond_nValid","spcond_min","spcond_median","spcond_max","spcond_mean","spcond_sd","spcond_iqr","sal_nValid","sal_min","sal_median","sal_max","sal_mean","sal_sd","sal_iqr","do_pct_nValid","do_pct_min","do_pct_median","do_pct_max","do_pct_mean","do_pct_sd","do_pct_iqr","do_mgl_nValid","do_mgl_min","do_mgl_median","do_mgl_max","do_mgl_mean","do_mgl_sd","do_mgl_iqr","depth_nValid","depth_min","depth_median","depth_max","depth_mean","depth_sd","depth_iqr","cdepth_nValid","cdepth_min","cdepth_median","cdepth_max","cdepth_mean","cdepth_sd","cdepth_iqr","ph_nValid","ph_min","ph_median","ph_max","ph_mean","ph_sd","ph_iqr","turb_nValid","turb_min","turb_median","turb_max","turb_mean","turb_sd","turb_iqr","doLessThan2_nValid","doLessThan2_total","doLessThan5_nValid","doLessThan5_total"
"soschwq",2002-04-19,15,10.5,11.2,11.6,11.1466666666667,0.41895561760622,0.699999999999999,15,33.9,37.83,44.66,38.366,4.12010367414635,7.47499999999999,15,21.3,24,28.7,24.3466666666667,2.86203390882046,5.2,15,96.6,99.7,102.5,99.6,1.84932420089069,2.60000000000001,15,9.1,9.4,9.6,9.38666666666667,0.164171803158706,0.199999999999999,15,1.9,2.2,2.4,2.16133333333333,0.195516410223456,0.385,0,NA,NA,NA,NA,NA,NA,15,8,8.1,8.1,8.07333333333333,0.0457737708217062,0.0499999999999989,5,0,0,0,0,0,0,15,0,15,0
"soschwq",2002-04-20,48,10.1,11.05,13,11.25,0.882935143759215,1.425,48,29.02,37.65,47.34,38.1764583333333,5.83149099199478,9.5025,48,18,23.85,30.6,24.2375,4.03445928249718,6.575,48,88.7,97.05,104.9,96.8666666666667,3.37829954287929,3.07500000000002,48,8.5,9.15,9.9,9.1125,0.287783163051924,0.300000000000001,48,0.77,2.05,2.69,1.89791666666667,0.592218901209979,0.8975,0,NA,NA,NA,NA,NA,NA,48,7.9,8.1,8.1,8.04375,0.0681245730027607,0.0999999999999996,14,0,0,144,10.3571428571429,38.4659832596525,0,48,0,48,0
"soschwq",2002-04-21,48,9.8,11.2,13.6,11.3791666666667,1.08077165760697,1.575,48,30.72,39.005,48.27,39.37125,5.44686113983051,9.855,48,19.1,24.8,31.3,25.075,3.77345149302502,6.875,48,86.8,94.15,110,95.4708333333333,5.74348690639855,9.07499999999997,48,8.1,8.8,10.2,8.91041666666667,0.519098885071303,0.825000000000001,48,0.78,2.025,2.63,1.90479166666667,0.59093863159558,0.8975,0,NA,NA,NA,NA,NA,NA,48,8,8,8.1,8.025,0.0437594974493682,0.0250000000000004,13,0,0,6,1,1.91485421551268,1,48,0,48,0
"soschwq",2002-04-22,48,9.7,11.4,14.4,11.5625,1.409183406211,2.075,48,30.67,40.42,50.14,40.3445833333333,5.93845884381767,10.0425,48,19.1,25.8,32.6,25.7625,4.1309225696684,6.975,48,87.2,92.4,111.4,95.3645833333333,6.48554824150648,10.75,48,8.2,8.6,10.1,8.82916666666667,0.523473803255746,0.925000000000001,48,0.71,1.925,2.68,1.883125,0.620443068350215,0.87,0,NA,NA,NA,NA,NA,NA,48,7.9,8,8.1,8.01041666666667,0.0472187455263055,0,21,0,3,54,13.3809523809524,18.4999356498237,18,48,0,48,0
"soschwq",2002-04-23,48,8.6,11.05,13.6,10.9458333333333,1.52733369862331,2.5,48,31.59,42.045,51.99,42.4397916666667,6.53694426939726,12.07,48,19.7,26.9,33.9,27.2125,4.55559627785524,8.4,48,73.2,89.75,111.8,92.38125,9.91376984031849,15.525,48,6.9,8.4,10.3,8.58958333333333,0.863500935290881,1.3,48,0.6,1.83,2.81,1.835,0.675646262729563,1.085,0,NA,NA,NA,NA,NA,NA,48,7.8,8,8.1,7.95,0.0875189948987366,0.0999999999999996,35,0,1,12,2.11428571428571,2.5294899343012,2,48,0,48,0
"soschwq",2002-04-24,48,8.2,10.25,13.9,10.46875,1.64719700665203,2.475,48,34.6,45.15,52.5,45.15875,5.67786917815613,9.09999999999999,48,21.8,29.05,34.2,29.1020833333333,3.96095247428521,6.325,48,58.3,85.65,110.3,86.2895833333333,13.6080270363743,18.875,48,5.5,8.1,9.9,8,1.14073511199782,1.55,48,0.62,1.78,3.12,1.83479166666667,0.75940903558842,1.395,0,NA,NA,NA,NA,NA,NA,48,7.7,7.9,8,7.88125,0.0816225094110271,0.100000000000001,27,0,2,143,17.7777777777778,39.3986853874138,2,48,0,48,0
"soschwq",2002-04-25,48,8.5,10.4,13.5,10.4854166666667,1.55289565943048,2.45,48,38.89,46.275,52.59,46.95625,4.320921702797,6.93,48,24.7,29.85,34.3,30.3791666666667,3.02570254429031,4.94999999999999,48,62.9,82.7,105,83.4020833333333,12.714901453477,18.275,48,5.9,7.7,9.3,7.6625,1.03051835748151,1.575,48,0.76,1.86,3.24,1.88729166666667,0.798500561780091,1.495,0,NA,NA,NA,NA,NA,NA,48,7.8,7.8,8,7.8375,0.0569621001286281,0.100000000000001,42,0,2,139,13.5952380952381,30.5303204139111,4,48,0,48,0
"soschwq",2002-04-26,48,8.4,10.1,11.6,9.96458333333333,1.08480600939255,2.025,48,39.27,47.84,52.48,47.5283333333333,4.14325462230457,7.3275,48,25,31,34.2,30.76875,2.89828681971983,5.15,48,58.5,82.7,97.5,79.3416666666667,10.8507639368933,14.125,48,5.5,7.7,8.9,7.37083333333333,0.952479034969662,1.25,48,0.43,1.87,3.36,1.85395833333333,0.859308825627561,1.525,0,NA,NA,NA,NA,NA,NA,48,7.7,7.8,7.9,7.82083333333333,0.0459339643185106,0,34,0,4,144,13.2058823529412,29.4564695901089,6.5,48,0,48,0
"soschwq",2002-04-27,48,8.4,9.9,11.9,9.76875,1.00024598038512,1.6,48,41.6,48.15,52.52,48.0589583333333,3.4740761757369,6.295,48,26.6,31.2,34.2,31.1270833333333,2.43736338042298,4.39999999999999,48,57,76.2,98.3,75.7770833333333,11.0235577448757,14.175,48,5.4,7.15,8.9,7.0375,0.949944007308471,1.325,48,0.26,1.885,3.35,1.87625,0.903429929932517,1.49,0,NA,NA,NA,NA,NA,NA,48,7.7,7.8,7.9,7.8,0.0652328073053443,0,36,0,1,12,2.83333333333333,3.11218802223039,3,48,0,48,0
"soschwq",2002-04-28,48,8.7,10.2,12.9,10.3041666666667,1.15757603184566,1.175,48,42.39,48.335,51.92,48.0266666666667,2.99496835726071,5.7375,48,27.1,31.4,33.8,31.14375,2.11186176308559,4,48,76.2,94,108.3,90.5625,11.7240365026254,21.425,48,7.1,8.7,9.6,8.30625,0.911021463184583,1.75,48,0.19,1.93,3.44,1.89708333333333,0.918803473379936,1.4075,0,NA,NA,NA,NA,NA,NA,48,7.7,7.9,8,7.85833333333333,0.0963886930186523,0.100000000000001,30,0,2,15,3.03333333333333,3.498603990888,3,48,0,48,0
