"","code","cluster","Sal","Temp","DO","pH","Turb","Chla","NH4","NO23","PO4","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9"
"28","elkvm","C",32.7,13.9,7.9,8,0.602059991,0.387389826,-1.229147988,-0.859491957,-1.42365865,-0.491479941318269,-1.36868300299637,1.35217657881256,-0.493662553850122,-0.722343015236311,0.0147072870381382,0.136747162636256,-0.228404365839313,-0.0400848268672471
"29","gndbc","B",17.05,24,6.2,7.3,0.903089987,0.868056362,-1.978810701,-2.339019029,-2.401661724,-0.353415022229545,1.5789531921222,-1.42237368311122,0.648978330401084,0.708464413853243,-0.669359793072757,0.197590692723191,0.0168421850464245,-0.0122922179955613
"30","gndbh","D",18,23.2,3.7,7,0.84509804,0.768082856,-1.494850022,-2.259637311,-2.477105333,0.102442304487517,2.48891178264538,-0.455133928556562,1.90797908545385,-0.0731565952704527,-0.981858707750312,0.55902778265491,-0.239468526813914,0.74010755665661
"31","gndbl","B",20.9,23.5,7,7.7,1,0.821840927,-2.287630376,-2.823722997,-2.195776908,-1.28593545299171,1.24039433474216,-1.51559729220831,-0.249483611965923,1.33579188485498,-0.253366225953817,-0.219117494276659,0.0234787672049107,0.0270443234412421
"32","gndpc","B",22.6,23.7,7.4,8.1,1.079181246,0.831549852,-2.301029996,-2.729245583,-2.397940009,-1.6658424215178,1.07042264472712,-1.73031660515722,-1.02888168884809,0.938826336665123,0.303133906254148,-0.403221701915804,-0.0575548976408105,0.173496414566273
"33","grbgb","C",24.9,15.05,8.5,7.9,0.602059991,0.669626759,-1.597738618,-1.283996656,-1.654299609,-0.424613641843548,-1.16411584794402,0.169149963404411,-0.746220183220337,-0.0254311145162669,-0.364886995687617,0.131153285872581,0.134043317282027,-0.0533612714759577
"34","grblr","A",12.3,17.3,8.6,7.3,0.698970004,0.33243846,-1.412850502,-0.966576245,-2.045757491,0.785382543301192,-1.0827927975063,-0.419787291313122,0.941695382606979,-0.219454574752552,-0.225203722172693,-0.2051141267045,0.206475340418719,-0.514976354812118
"35","grbor","A",21.95,16.3,7.9,7.7,0.903089987,0.658249954,-1.244125144,-0.966576245,-1.417936637,0.56736263714021,-0.58608392001452,0.858073843788335,-0.413071232518608,-0.198774590943177,-0.134598540017235,-0.0362477693883759,0.0877972114503901,-0.198605966372806
"36","grbsq","A",19.325,16.65,7.9,7.7,1.113943352,0.743470567,-0.871277716,-0.869666232,-1.443697499,1.24671030864825,-0.27165888359248,1.17878069150769,-0.568750592871469,-0.706259672730212,-0.0559454788443778,-0.468610355190106,0.197093015709931,-0.145709658135016
"37","gtmfm","D",34.3,24,6.3,8,0.84509804,0.540954809,-1.494850022,-2.045757491,-1.853871964,-1.46348975827539,1.07580226860017,0.43354915702345,-0.259347335277339,-0.410363032680517,0.280436945293419,-0.092510734645414,-0.0750743459654139,-0.217994326205662
"38","gtmpc","D",15.9,24.55,5.3,7.4,0.929418926,0.832508913,-1.501689446,-2.068033885,-1.48148606,0.0906887362787711,1.8524540668615,0.343358260587284,0.602149911284889,0.558287894668616,-0.269260064111048,0.391805481573619,0.658505884903454,0.0379682079293322
"39","gtmpi","D",28.45,24.3,5.8,7.6,1.021189299,0.67669361,-1.411728293,-1.987162775,-1.643018599,-0.47560875017625,1.60165852237858,0.608465777543292,0.232055291637975,0.0310905990228776,-0.0762907334731329,-0.0132095725336329,-0.0136657881564069,-0.286794496726059
"40","gtmss","D",33.9,24.1,6,7.9,0.954242509,0.630936119,-1.459045191,-1.802030632,-1.782516056,-1.03480677872276,1.30449493204255,0.569634688409456,-0.258414038065209,-0.359156360091304,0.252289603874457,0.0948424908300014,-0.23268481484332,-0.26290942288161
"41","heekk","B",34,25.8,6.55,8.1,0.301029996,-0.140411423,-1.884389488,-2.095554959,-2.408935393,-2.94294790225216,0.152644275891098,-0.555188501897689,0.962053776271693,-0.664545088041945,0.955938614825671,0.175425265846097,-0.00947707051889629,-0.397709169558946
"42","heer9","B",34.9,25.8,6.5,8.1,0.301029996,-0.22366209,-2.698970004,-2.32330639,-2.434742657,-3.77975134599419,0.00595386428382799,-1.49255913638135,0.991846764098474,0.711255878313656,1.1772798648079,0.675441418537164,-0.484415321679972,-0.398136936071316
"43","heew2","D",0.1,24.3,2.4,6.9,1.146128036,-0.010995384,-2.033858267,-2.886056648,-1.904830649,-0.16080829446219,2.65464386789955,-0.44297667372691,3.49294931332968,1.92438619507535,0.650046901467763,0.260615256662727,0.0719494319036303,1.34750082034494
"44","hudbm","A",0.7,13.4,9.3,7.7,1.176091259,0.298853076,-1.54515514,0.240549248,-1.431798276,1.94084399407567,-2.10722437361569,0.00238567334542546,-0.217399024289312,0.441262450723396,1.29733629460216,0.0320908648492279,0.0841340983818122,-0.195810477462651
"45","hudsc","C",0.2,15.75,8.9,7.9,0.602059991,-0.010995384,-1.508638306,-0.387216143,-1.462180905,0.590102161690482,-2.23649402723325,0.0526267742458066,0.446201797400634,0.0161234072424774,1.41346393231228,0.123857936492788,1.00891162014978,-0.0219885336416342
"46","hudsk","C",0.2,15.2,10,8.2,0.301029996,0.004321374,-1.856405325,-0.091246981,-2.259637311,-0.110608496532364,-3.10744231176269,-1.4159359859571,-0.0553944255591285,-0.522131601020915,1.56480653753875,0.437200183406377,0.85726419785759,0.0141640242855523
"47","hudtn","A",0.1,16.9,8.55,7.5,1.041392685,0.477121255,-1.455931956,-0.503070352,-2.017728767,1.66097505556202,-1.00577280693985,-0.706138126290481,0.318292093281078,-0.0142782327103302,0.597943476947395,-0.141060932867001,0.349628900913554,-0.0649643430314449
"48","hudts","A",0.1,16.6,8.7,7.6,0.954242509,0.440121603,-1.522878745,-0.494850022,-2.008773924,1.4144687712598,-1.24084485697091,-0.769818515495514,0.213547050667416,-0.00554109395907514,0.701492010005483,-0.0593107944955552,0.435781093660143,-0.0196037459157761
"49","jacb6","B",29.5,15.7,8.25,8,0.954242509,0.662285516,-1.809668302,-2.221502524,-1.628932138,-1.05701600067823,-0.464091204687907,0.0904614171037596,-1.04013268458363,0.719928051376791,-0.283440130022294,-0.628902964782542,-0.224526502420107,0.16878587273217
"50","jacb9","B",27.9,16.7,8,7.9,0.84509804,0.724685388,-1.823908741,-2.062642242,-1.617082865,-0.921493984979251,-0.331368696698272,0.0170517756744448,-0.846973172453919,0.689691191584517,-0.403763627622598,-0.25400415582552,-0.0700637538454371,0.0614238851312941
"51","jacba","A",1.6,16.1,8.4,6.3,1.113943352,0.414137362,-1.853871964,-0.919012953,-2.22184875,2.42862313485338,-0.628484583768299,-1.47892869755214,2.33457662768708,1.38204342870257,-1.03302783331116,-0.146388313263958,-0.578184716859155,-0.792090520856959
"52","jacne","A",14.85,15.5,8.4,7.3,0.77815125,0.608793374,-1.397940009,-1.301029996,-1.744727495,0.852839561135314,-0.820304406412408,-0.00712835081335421,0.429841268414157,0.174415769250685,-0.763681471453037,-0.248011686044381,0.230687651953353,-0.246417564294438
"53","job09","B",37.1,29.2,4.3,7.7,0.301029996,0.496583734,-1.212362443,-2.552841969,-2.47820835,-2.15370437388147,2.34880240319028,0.203671110912856,1.26390293442864,-1.59610228994477,-0.451659399828891,0.423608953280749,0.339675754155199,-0.0938565956705065
"54","job10","B",36.8,29.3,5.2,7.8,0,0.164352856,-1.208484788,-2.346787486,-2.80557936,-2.62713703486557,1.44553162203057,-0.213582395166841,1.64293415046344,-2.17789643350515,-0.155284690719578,0.328724528668907,0.485315320053232,-0.364305818968317
"55","job19","B",35.8,28.8,6.3,8.1,0,-0.244125144,-1.381690359,-2.698670173,-2.744727495,-3.42504735982778,0.619380766307387,-0.374077506370288,1.55639311919668,-1.8703892381892,0.58962761822993,-0.367427263146863,0.652898220999801,-0.428693957108661
"56","job20","B",35.7,28.6,6.2,8.1,0.301029996,-0.491470281,-1.335358024,-2.584034794,-2.685857789,-3.19926812719794,0.631785360643927,-0.109030596385907,1.77618368040098,-1.74379049373685,1.18467034702273,-0.779280959757781,0.243735515012593,-0.445883907550977
"57","kachd","C",30.8,6.2,9.9,8,0.301029996,-0.015472687,-1.684204526,-0.943666965,-1.512861625,-1.03311052236373,-3.62861229728343,0.694005558551452,-0.247324979894447,0.0320765224769896,-0.21578929727116,-0.186019437845977,-0.471113628756923,0.144780211510382
"58","kachs","C",29.3,8.6,10.8,8.1,0.477121255,0.136720567,-1.853871964,-1.030273545,-1.605110743,-1.01806726077795,-3.47354079835166,0.0792725799722242,-0.879732114985246,0.29125164247756,-0.0164047312582846,-0.450544345599092,-0.369207367816933,-0.277149987099939
"59","kacsd","C",31.3,6.75,9.8,8,0,0.053078443,-1.797239313,-0.875251309,-1.537602002,-1.36808869834905,-3.75190817983305,0.497572144595484,-0.183870677686685,-0.0331852533655155,-0.46422979830944,0.363345624143172,-0.219380786074911,0.0874220014569049
"60","kacss","C",30.7,6.55,10.3,8,0,0.161368002,-1.751413756,-0.895769034,-1.573488739,-1.21675217259919,-3.85697892147804,0.373211393584571,-0.435360959593665,-0.108735197458948,-0.662562613586306,0.222183987317278,-0.0976952488755429,-0.0184225448155446
"61","lksba","A",0.1,15.4,9,7.6,0.903089987,0.991226076,-1.337242168,-0.563042669,-2.187086643,1.87933568897653,-0.987922008364876,-0.976916828299688,-0.616685827668658,-0.433967694502456,-0.227368300113951,0.00667539320708413,0.672626159374699,0.184598247668747
"62","lksbl","A",0.1,16.6,8.9,7.7,0.903089987,0.673941999,-0.901356274,-0.669079169,-2.15490196,1.79743983985724,-0.977639409202173,-0.324045399340735,-0.182543013762016,-1.18332965416268,0.22984166086395,-0.601430218648483,0.962814971089953,0.159382248079796
"63","lksol","A",0.1,18.4,8.7,7.7,0.84509804,0.58546073,-1.715569266,-1.148741651,-2.217578138,0.739320741405934,-0.833465891863347,-1.37630163699876,-0.0147599487614809,0.171529385346233,0.448132477101826,-0.15466682248567,0.744267796367085,0.105722416159335
"64","lkspo","A",0.1,17.1,6.2,7.4,1.740362689,0.666283923,-1.688246139,-1.633577043,-1.756961951,1.6735227825282,0.942364212658999,-0.35671948040899,0.320567642775404,1.39441343383207,0.6408576080332,-0.595530399801701,-0.277814007721204,0.962464132193758
"65","marab","B",29.4,24.3,7,8.2,0.954242509,0.748188027,-2.54515514,-2.944124839,-1.758204569,-2.49286233436177,1.0771728434767,-1.03646727022067,-1.13676572999025,1.70093265423577,0.402429018380978,0.0134487841566881,0.0239383711098091,-0.0182113263003313
"66","marce","B",23.65,25.1,7.1,8.1,1.041392685,0.774516966,-2.387216143,-2.864963408,-1.391473966,-1.89577035183042,1.18158540973219,-0.638141277898509,-1.05612213316988,1.90312789825663,0.501478777900469,-0.0841196836236173,0.476196615530975,-0.19011141182219
"67","marcw","B",20.45,24.2,7.2,8.1,1.278753601,0.785329835,-2.59345982,-3.011473516,-1.384576047,-1.74494047739002,1.22462389126852,-0.934590634221524,-1.21318498508762,2.50732833422236,0.693774879887734,-0.303625784604675,0.261102997626035,0.000582715110285357
"68","marmb","B",26.1,24.4,7.1,8.2,1.230448921,0.788875116,-2.560667306,-2.897677622,-1.647817482,-2.05585030936166,1.25201093356799,-1.02489644618708,-1.35707872835779,2.02055342775847,0.684728950659887,-0.223344992588454,-0.0581343573000649,-0.0113642040643087
"69","marsc","B",31.85,24.55,6.7,8.2,0.84509804,0.612783857,-2.468521083,-2.859274195,-2.197226275,-2.7345952941777,1.07239195970725,-1.29532179636352,-0.74095837218185,1.06151974144658,0.43344980014061,0.0327981255117102,-0.243727194795056,0.0833555253362272
"70","narnc","C",28.4,15.4,7.1,7.5,0.301029996,0.224014811,-1.691435586,-2.354490626,-1.530177984,-1.41243677332499,-0.747994936920931,0.554698042566466,1.06862334505444,0.549583161656034,-0.921099140428131,-0.0148954654145353,0.194517172842841,0.178956305736946
"71","narpc","C",28.9,11.9,8.7,7.9,0,0.400969479,-1.838631998,-2.22184875,-1.59345982,-1.89155792531104,-2.01078437909825,0.133624330917963,-0.0969695467264672,0.37008942661427,-1.10985421182578,0.0901510054678573,0.53080798824177,0.315755378480087
"72","nartb","C",30.5,11.4,8.5,8,0,0.273348569,-1.922632095,-2.307984823,-1.689837935,-2.25984715493936,-2.09305222873148,0.0751798688853682,-0.0321352238420848,0.377308352297674,-0.884684418227724,0.0462574456813448,0.332177350972213,0.513809123090235
"73","narts","C",30.1,12.2,8.55,8,0,0.25163822,-2.088842391,-2.398333962,-1.729321164,-2.457720106412,-2.0455667463197,-0.208421789924723,-0.00248166935984688,0.633160414891285,-0.797579744200153,0.100247744804719,0.312479234658703,0.434786851396205
"74","niwcb","D",34.1,20.8,6.2,7.7,1,0.688864568,-1.300379042,-2.15490196,-1.87874117,-0.701165448854576,1.16490669550179,0.665316694196057,-0.0610704884215629,-0.358017739272838,-0.46427861429824,-0.410754258628863,-0.382799137493418,0.0365691930152326
"75","niwdc","D",33.6,21.05,6.35,7.7,0.954242509,0.739374533,-1.330683119,-2.21944268,-1.903089987,-0.749945572673808,1.15635981849023,0.52852451395496,-0.129332447106875,-0.332566364067473,-0.570205494485252,-0.392678508519339,-0.27009067521315,-0.00348266421333668
"76","niwol","D",34,21.4,5.9,7.6,1.041392685,0.859588577,-1.287139935,-2.237508996,-1.820663686,-0.497641463440677,1.57011467494044,0.699340441504184,-0.115107984538564,-0.23401339815882,-0.749463756690203,-0.296496205788689,-0.340210743432918,0.0310579590109523
"77","niwta","A",6.6,20.6,6.8,7.1,1.477121255,0.898450919,-1.022047879,-0.86922412,-1.44279366,2.53205465947553,1.05928374853949,0.618419048833079,0.390352943158251,0.192439930784595,-0.111459175067383,-0.235899427189532,0.234878959224254,-0.332355111726409
"78","nocec","D",22.35,20.4,7.4,7.8,1,0.85308953,-1.308918508,-1.042153366,-1.801342913,0.396142260461097,0.326615104849173,0.249834511868426,-0.700412224179047,-0.50558550161737,0.0597278275446821,0.104290046639015,0.0564218732198784,-0.266270758724386
"79","noclc","B",33.05,20.6,7.2,8,0.698970004,0.391816924,-1.443697499,-3.038541174,-2.522878745,-2.03452974753653,0.529757841265403,-0.351209760844984,0.0689449186372833,-0.724274875469926,-0.368333213039503,-1.22022012225245,-0.0181814736273523,0.350734632088999
"80","nocrc","B",31.275,20.7,7,7.9,0.77815125,0.544068044,-1.42078822,-2.783300472,-2.48148606,-1.54226119993872,0.737710537373799,-0.342582384696948,-0.00958194342914291,-0.679097778970862,-0.471086735254753,-0.978372307921044,-0.0731623447822231,0.321004609370089
"81","noczb","D",22.6,20.75,6.7,7.7,1.176091259,0.966610987,-1.273272791,-1.185086819,-1.581698709,0.659333588747402,0.923779974720918,0.611927861619245,-0.687229645356525,-0.185491340160354,-0.0478489110124203,0.124355767812818,-0.028398917949937,-0.141445219955305
"82","owcbr","A",0.3,14.9,8.1,7.8,1,0.247973266,-1.522878745,0.361586195,-1.649025534,1.59241950389781,-1.70426531949828,-0.0459189710128429,0.111663494766833,-0.0451203514216215,1.56445468478435,0.57374850252963,0.139834810700985,0.177928149478977
"83","owcdr","A",0.3,15.7,6.7,7.6,1.230448921,0.564073979,-1.443697499,0.269921363,-1.795880017,2.13915297530052,-0.520631661992528,-0.0319861841732153,0.177234701942053,-0.0491387493178394,1.16829246223686,0.80112274627728,-0.194291200537841,0.561785173792877
"84","owcol","A",0.2,16.8,7.85,7.7,1.477121255,1.239424618,-1.133712661,0.082695631,-2.033858267,2.87561662466636,0.0477687419449421,-0.402955605929771,-1.27760405527325,-0.605037494055591,0.449433769676677,0.199013845010364,0.117816040211493,0.3528043409336
"85","owcsu","A",0.3,15.3,7.4,7.8,1.243038049,0.763802224,-1.26760624,0.491081413,-1.71219827,2.37433792778175,-0.754456113764126,0.128829768336798,-0.625071458293764,-0.428507489613871,1.16542170342081,0.714400884777095,0.0677815757978674,0.472216260363349
"86","owcwm","A",0.2,16.7,7.8,7.7,1.477121255,1.19180021,-1.092409512,0.017867719,-2.048176965,2.84052572937959,0.0487589407188197,-0.344138749638217,-1.17962045949314,-0.663465450087034,0.469187586915755,0.0978528594214014,0.126242422459541,0.400877557524864
"87","pdbbp","C",28.9,10.9,9.5,8,0.301029996,0.232784414,-1.758204569,-0.914352712,-1.2915791,-0.982802731753183,-2.81014190780797,0.631381498684348,-0.518419998918425,0.2414490610842,-0.117585419970694,0.291695873808205,0.00571704289758542,-0.254710343130831
"88","pdbby","C",29.275,10.25,8.7,7.9,0.301029996,0.280464547,-1.803409346,-0.689041308,-1.243173787,-0.795943023906261,-2.60020242477899,0.784714249146934,-0.311932600858966,0.340866558322206,-0.192750136509587,0.759617346702868,-0.236299102394253,-0.0512566957674277
"89","pdbgd","C",29.8,9.7,7.1,7.8,0.301029996,0.149603955,-1.744727495,-0.501586055,-1.192126868,-0.723649431994648,-2.18608436826214,1.26814057632111,0.35756915378319,0.26164590039244,-0.0208274137423542,1.23255567197106,-0.556797059579217,0.417201423112008
"90","pdbgs","C",29.3,10.65,8.7,7.9,0,0.251435421,-1.93930216,-0.60736166,-1.254534831,-1.17776436088778,-2.87262714659185,0.588357601657072,-0.122216594571269,0.331382567951194,-0.311211849526267,1.24447575144125,-0.00367675592364857,-0.139165290241941
"91","pdbje","A",26.1,11.9,8.2,7.6,1.096910013,0.462397998,-0.357683897,-0.16774663,-1.707743929,1.79803461814494,-1.18788201025257,1.88782364655044,-0.113055735020056,-1.9214193886213,-0.207982370548243,-0.794316876944176,-0.559114643432206,-0.0912963500873108
"92","pdbjl","A",2,11.05,5.9,6.9,1.431363764,0.443849476,-0.351371688,-0.093873804,-1.751413756,3.69775694361409,-0.117580332193836,1.59060858597583,1.66034321079539,-1.06342111584844,-0.158185315902344,-0.463810236771036,-0.442711213600157,0.934535790125557
"93","rkbfb","D",29.9,27.1,5.2,7.8,0.903089987,0.667686382,-1.576754126,-2.259637311,-1.877784122,-1.2725030116845,2.0759199766274,0.202733955273826,0.179919094566325,-0.104468002268696,0.205996530422022,0.218790069495729,0.103025229816934,-0.142542453360914
"94","rkbfu","D",27.1,26.95,5,7.7,0.84509804,0.423245874,-1.49825627,-1.782516056,-1.978810701,-0.983582521699922,1.76829257412658,0.241134808067323,0.815797629824068,-0.411549835326646,0.556464347909422,0.417206561222221,-0.0159378626905685,-0.197363392997505
"95","rkblh","B",33.1,27.1,5.4,7.9,0.903089987,0.602059991,-1.657577319,-2.187086643,-2.096910013,-1.57436006246425,1.91807684211529,-0.0529907991272896,0.0600550005773686,-0.281336587828426,0.363940319337148,0.185889559839159,-0.185159618648305,-0.192269007707485
"96","rkbmb","D",33.2,26.9,4.4,7.7,1,0.537189226,-1.420216403,-1.823908741,-1.602059991,-0.951666959512887,2.22867407416411,0.997792267123521,0.539858479183442,-0.200273571107927,0.445426765528898,0.496158038842856,-0.249920769785807,-0.213670075662564
"97","rkbpb","D",30.15,27.05,4.9,7.8,1,0.582631439,-1.576754126,-2.22184875,-1.698970004,-1.22846454356012,2.15889331325362,0.509039736837596,0.277607503940019,0.0868253638570776,0.440582955428248,0.211162159219953,0.000637130232569843,-0.109595463195234
"98","sapca","D",31.7,22.5,6.5,7.8,1.204119983,0.937517892,-1.328364403,-2.402046906,-1.225118234,-0.492941181754178,1.56903925192881,1.13459162429974,-0.841811860576505,0.387657651363608,-0.363779824838206,-0.54248317166509,0.165614084037532,-0.210836012010943
"99","sapdc","D",27.1,22.6,4.9,7.4,1.204119983,0.604496053,-0.622193069,-1.756961951,-0.637234873,0.721723765804697,1.8709203822322,2.8926305324045,0.647485248852049,-0.208784314963915,-0.131879971803926,-0.30611580903651,0.426134794396538,-0.20536783089756
"100","sapfd","D",23.4,24.9,5.2,7.2,0.929418926,0.860338007,-1.572676214,-2.22184875,-1.401574293,-0.093348006772393,2.0728705024202,0.504879765947924,0.795938506123817,0.807425046587357,-0.749781920437537,0.439656479496639,0.295329344100115,-0.316143884350751
"101","saphd","D",25.45,22.8,5.3,7.4,0.84509804,0.693140461,-1.448550002,-2.319349282,-1.48945499,-0.476280807042356,1.62421165770832,0.735931697535396,0.747652909724316,0.406480479454228,-0.599127178695209,0.160692509542846,0.255801901240808,0.0377947284394287
